<ID|readonly|noverify>;<English>
modification/tr_aselpod/desc;"Loadout unlocked:
• <color=@userlogColoredText>GDJ-III11</color>:
  • <color=@userlogColoredText>ASELPOD Advanced Targeting Pod</color> <color=#ff6f00>TGP-LG/EO</color>"

modification/cn_yings_3a;YINGS-IIIA (Biāo Pèixíng)
modification/cn_yings_3a/desc;"Loadout unlocked:
• Pylon:
  • <color=@userlogColoredText>YINGS-IIIA Zhòuyè Miáozhǔn Diào Cāng (Biāo Pèixíng)</color> <color=#ff6f00>TGP-LG/EO</color>"

//ITALY SENSORS
modification/boz_false_thermal_targets;BOZ-102-EC
modification/boz_false_thermal_targets/desc;Loadout unlocked: <color=@userlogColoredText>BOZ-102 Enhanced Capability</color> missile approach warning system.

//FRANCE SENSORS

//SWEDEN SENSORS

//ISRAEL SENSORS

//UNCATEGORIZED
