<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
loading/aircraft/tip83;During testing of the prototypes of the MiG-9, it was discovered that firing the cannons, especially at high altitude, would flame out the engines. This problem was never solved, and pilots were given a myriad of instructions on when and which caliber of cannon could be fired.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip84;The first prototype of what later became the Yak-15, sometimes called the Yak-YuMO or Yak-Jumo, was not sufficiently resistant to heat. During ground tests in 1945, the exhaust from the engine melted parts of the underside of the rear fuselage as well as the tail wheel.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/newbie/tip85;Starting in 1947, USA designated various Soviet aircraft Type ## for identification purposes. For example, MiG-9 was Type 1, the MiG-15bis was Type 19, and the Tu-95 was Type 40. This system was replaced in 1955.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip86;The Royal Thai Air Force operated the Ki 30 light bomber under the designation B.J.2 in the 1940s. It saw combat against French forces during the French-Thai War in 1940/1941.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/newbie/tip87;The Imperial Japanese military operated two air forces, the Imperial Japanese Army Air Service (IJAAS), and the Imperial Japanese Navy Air Service (IJNAS). Each used their own models of aircraft, engines, and armaments with unique designation systems.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip88;The AC-47 was originally designated FC-47 (Fighter Cargo 47), but was changed to AC-47 (Attack Cargo 47) after complaints from USAF pilots were received that pointed out that the intended role is not to combat aircraft, but to attack ground targets.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip89;Project Tailchaser saw the development of an experimental fixed-wing gunship aircraft in 1964, starting with a converted Convair C-131B to fit a single GAU-2/A in the left side of the aircraft at a low angle. Tests were promising, and later, conversions of C-47s and C-123s were undertaken.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip90;"The ACH-47 was a combat conversion of the CH-47 Chinook transport helicopter. It featured a number of gunpods and rockets for close air support. It was sparingly known as ""Guns a Go-Go"".";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip91;"The AC-47 was a combat conversion of the C-47 Skytrain transport aircraft. It featured a number of machine guns installed in the rear and sides, allowing for close air support of ground troops. It was nicknamed ""Spooky"".";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip92;The Hawk 81 model used by the American Volunteer Group in China were a special batch combining parts of the P-40B (H-81A-2) and P-40C (H-81A-3) models. In records they are known as H-81A-3, although they lack equipment such as bomb racks or armoured glass.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip93;"The Ba 349 ""Natter"" was a rocket-powered interceptor armed with 24 7,3cm Hs 297 rockets in the nose. The aircraft was capable of vertical take-off, but the only known flight resulted in the death of the pilot.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip94;In addition to the I-15, I-153, and I-16 fighters, SB bombers, and UTI-4 trainers, the Soviet Union provided a small number of TB-3 heavy bombers to China as part of Operation Zet in 1937.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip95;Despite the Yak-15 being ready months before the MiG-9, on 24 Apr 1946, Mikoyan was given special permission to fly his aircraft first, beating Yakovlev to creating the USSR's first jet fighter.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip96;During the Second Taiwan Strait Crisis, the ROCAF was given AIM-9B Sidewinders for their F-86s to counter the new Chinese MiG-17. One missile failed to detonate and become lodged into a MiG-17, allowing it to be recovered and copied by the Soviets as the R-3S.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip97;In the 1970s, the PLAN Air Force looked to develop an improved version of their Bye-6 aircraft. The modified version was named Qīng-6, it was re-engined with WJ6 turboprops, equipped with more antisubmarine equipment, and modified armament.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip98;A problem noted in early on in tests of the MiG-9 was its inability to slow down, leading to pilots needing to perform landings at relatively high speeds. Despite some prototypes having them, small airbrakes near the wing roots would not be fitted until the 450th production airframe.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip99;The IJAAS adapted ground-based cannons into aircraft armaments in many instances. Examples in-game include the 3,7cm Type 94 Anti-Tank gun on the Ki-45 Kai Otsu and the 7,5cm Type 88 Anti-Aircraft Gun on the Ki-109.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip100;The Tu-95LAL was created to test the application of nuclear reactors and radiation protection for airplanes. It was flown 34 times between May and Aug 1961, with the tests proving successful.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip101;"The nickname ""Sambad"" for the Super Mystere B2 comes from the abbreviation ""SMB2,"" which in Hebrew is pronounced as ""SMBD"" or ""Sambad.""";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip102;Despite the fact that the F-20 Tigershark was partly initiated to meet Taiwan's requests for a new AIM-7 capable fighter, warming relations between the US and People's Republic of China blocked their sale long before the programme had even begun.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip103;The Republic of China successfully developed an advanced jet fighter, the F-CK-1, after being unable to acquire modern jets like the F-16. Designed with the aid of General Dynamics, its upgraded models are comparable to later F-16 models in performance.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip104;In the 1970s, Taiwan created their own gunship variant of the C-119. The local AC-119 could be outfitted with AN/M3 .50 Caliber machine guns,  20mm M39A1 cannons, or even two 20mm M61 Vulcan cannons in various configurations. ;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip105;The Army-subordinate Australian Flying Corps was succeeded by the independent Australian Air Force on 31 Mar 1921. King George V gave assent for the service to use the 'royal' prefix, effectively changing the name to the Royal Australian Air Force (RAAF) on 13 Aug 1921.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip106;"The A-10 attack aircraft is officially known as the ""Thunderbolt II"", but it is usually known by the more common unofficial nickname ""Warthog"".";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip107;China was fond of installing turboprops onto older Soviet propeller-driven aircraft. The most well-known conversion was to the Bye-6, but other aircraft such as the Tu-4 and even the Il-10 were converted.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip108;The MiG-21PD and MiG-23PD were created in order to reduce the distance required for take-off. They had two vertically installed RD36-35 engines but due to problems with the exhaust fumes entering the intakes, they were not developed further.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip109;S. A. Lavochkin developed numerous experimental rocket engine testbeds by installing RD-1 and RD-1KhZ rocket engines in the tail section. The tests were successful with noticeable speed increases, however the nitric acid used on the fuel damaged the airframe.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip110;While most PLA Air Force ordnance use a code name (e.g. PL standing for Pi Li, or Thunderbolt), guns and bombs are only identified by their caliber followed by a model number, such as Model 250-3 for the third version of a 250kg bomb.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip111;In the 1960s, the PRC would offer rewards of gold for defecting ROCAF pilots, with certain values for specific aircraft types. Xu Tingze would collect 2,500 taels in 1963 for his F-86F, while in 1969 instructor Huang Tianming and student Zhu Jingrong would receive 1,200 for a T-33A.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip112;"Although manufactured by Focke-Wulf, several of their late-war aircraft such as the Ta 152 and Ta 184 use the index ""Ta"" instead of ""Fw"" as their design was headed by Kurt Tank.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip113;For 44 years, the Antonov An-225 held the record as the heaviest aircraft ever built. The Mriya routinely attracted a global following due to its size and its uniqueness. The only completed An-225 was destroyed by Russian forces in the Battle of Antonov Airport in Feb 2022.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip114;Initially, Chinese aircraft used a Type-number system, similar to their other equipment of the time. However, in the 1960s, this was changed to the role-classification (e.g. J, H, Q) in use today. Examples of the older system include the Type 56 (J5), Type 59 (J6), and Type 62 (J7).;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip115;Major Richard Bong was an American fighter ace during WWII. He flew P-38s in the Pacific theatre, and is credited with shooting down 40 Japanese aircraft. Richard died in 1945 testing the P-80. Richard Bong is one of the most decorated flying aces in American history.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip116;Major Joe Foss was an American fighter ace during WWII. He flew an F4F Wildcat in the Pacific theatre, and scored 26 victories. Most of those were against A6Ms, but two G4Ms, two F1Ms, and one E13A were among them. He is also a Medal of Honor recipient.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip117;Major Thomas McGuire was an American fighter ace during WWII. He flew P-38s in the Pacific theatre, and is credited with shooting down 38 enemy aircraft. He was shot down by a Ki 43 in Jan 1945. Thomas McGuire is one of the most decorated flying aces in American history.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip118;Captain David McCampbell was an American fighter ace during WWII. He flew an F6F Hellcat in the Pacific theatre, and is credited with shooting down 38 aircraft. David McCampbell is one of the most decorated flying aces in American history.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip119;Throughout the production of the Yak-1 and Yak-7, the engine was gradually improved, starting with the M-105, then the M-105P, and finally the M-105PA. These changes were not correlated with other airframe changes.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip120;"The ""Bockscar"" was a B-29-36-MO (s/n: 44-27297) bomber that was responsible for dropping the ""Fat Man"" atomic bomb on Nagasaki on 9 Aug 1945.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip121;"The ""Enola Gay"" was a B-29-45-MO (s/n: 44-86292) bomber that was responsible for dropping the ""Little Boy"" atomic bomb on Hiroshima on 6 Aug 1945.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip122;German Flaktürme were huge fortifications fitting a number of light and heavy anti-aircraft guns in raised positions. Eight towers were constructed, each in important strategic positions. These towers were formidable, many surviving in some form to this day.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip123;In 2022, FedEx petitioned the FAA to install a directed infrared countermeasure system to protect their aircraft from heat-seeking missiles, although the request was rejected.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip124;The F/A-18 Hornet's name does not conform to the 1962 Tri-service designation system, where it would be designated AF-18. This was due to the Navy's Lightweight Fighter competition originally requiring two separate aircraft (F-18 and A-18) for each role.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip125;Despite being perfectly suitable, Berlin Tempelhof Airport was not used as a military airfield during WWII. The greatest extent of military activity was the assembly of aircraft parts and occasional emergency landings, and largely maintained civilian flights for the duration of the war.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip126;In 1983, after mistakenly straying into Soviet airspace while en-route to Seoul, Korean Air Lines Flight 007 was shot down by a Su-15 interceptor, leading to the loss of all 269 passengers aboard the Boeing 747. ;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip127;Both the Tu-104 and Tu-114 airliners were created by widening the fuselages of bomber designs. The Tu-104, developed from the Tu-16, became notorious for its high accident rate, while the Tu-114, derived from the Tu-95, was noted for its discomfort and loud turboprops.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip128;While test flying the then-unknown P-59 Airacomet, Chief Test Pilot for Bell Aircraft Jack Woolams wore a gorilla mask with a bowler hat and cigar to mess with other pilots. He would fly into formations of propeller aircraft, wave at them, and then fly away, surprising the pilots.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip129;Although Martin-Baker had carried out experiments in ejection seats as early as 1934, the death of Capt Valentine Baker in 1943 while test-flying the MB.3 led the company to shift its focus towards pilot safety. The company now exclusively manufactures safety-oriented aircraft seats.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip130;The F-16AJ was a proposal by General Dynamics to create an F-16 specifically for Japan. Although similar to the American Block 15 standard, it primarily added the ability to carry the AIM-7F Sparrow. It was ultimately rejected with Japan instead developing the F-2.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip131;"Upon introduction, the P-51 was given the name ""Apache"" by the USAAF, including aircraft for the RAF that were seized in 1941. The name would remain until Jul 1942 when it was replaced by the RAF's designation ""Mustang.""";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip132;"In the mid-1950s, USSR developed a thermonuclear bomb which received the designation AN602 ""Ivan"", but it was more commonly known in the West as the Tsar Bomba.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip133;During a test of the Me 163, fighter ace Josef Pöhs would accidentally jettison the take-off dolly too early, damaging a fuel line, and causing the aircraft to crash. Pöhs was killed, his right arm dissolved from the corrosive fuel, with his head and other arm liquified.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip134;"Captain Eric Brown made an unapproved flight of the Me 163 B after the war, despite protest from ground crews. He successfully landed and celebrated with airfield personnel. In his log of the flight, he noted ""Handling to 32,000! Fantastic!"".";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip135;The SADF instituted a policy of mandatory landmine incident reporting during the 1980s. The data yielded was important to further refine South African MRAP technologies, though troops in the field saw this as unnecessary paperwork. ;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip136;The 'Super Hind' modernisation package was developed by the South African ATE corporation at the request of the Algerian Air Force to modernise its ageing fleet of Mi-24 helicopters.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip137;In Petrovka in 1943, Luftwaffe pilot Günther Rall made a force landing with his Bf 109 G behind Soviet lines. A nearby mechanized assault by German forces spotted his landing and redirected their forces to recover the pilot, before falling back.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/newbie/tip138;In the years leading up to WWII, the French Armée de l'Air added a letter-number code to most aircraft indicating their role and crew complement. A single-seat fighter (chasseur) would be C1 (e.g. MS.410.C1), while a three-seat bomber would be B3 (e.g. DB-7 B3);;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip139;Following WWII, the P-51 (later F-51) remained in service as an emergency fighter until the 1960s. One of the last official flights by the US military was F-51D-25-NA in 1968, being used as a chase aircraft for the experimental YAH-56 Cheyenne.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip140;"Late-production PBY-5As (starting with BuNo 46580) received a new ""eyeball"" bow turret with two machine guns, replacing the older, single-gun design. This would be adopted on subsequent models, such as the PBY-6A.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip141;Me 262 V1 — the first Me 262 prototype — featured a Jumo 004 propeller engine. Initial tests were flown with just this engine, testing the airframe, but later tests would implement the BMW 003 jet engines with the propeller remaining as backup.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip142;Clive Caldwell was an Australian fighter ace during WWII, scoring roughly 30 air victories between his service in the Pacific and North Africa. He flew a Spitfire Mk. VIII marked CRC.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip143;The joint-venture Eurocopter EC-655 was known as Tigre in France, and Tiger in Germany.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip144;Eurocopter was a conglomeration of the helicopter divisions of Aérospatiale and Messerschmitt-Bölkow-Blohm. It would later be re-branded as Airbus Helicopters.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip145;The Me 155 was a planned high-altitude fighter developed by Messerschmitt. The project was transferred to Blohm und Voss as Messerschmitt was failing to meet deadlines, seemingly overly invested in its development.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip146;The Sikorsky R-4 was the world's first mass-produced helicopter, entering service in 1943. The R-4 was the USAAS designation for Rotorcraft, with the British designating it the Hoverfly.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip147;The Fa 223 was an experimental German helicopter developed in 1940. 20 prototypes were manufactured, with plans for numerous production models. The factory was bombed before serial production could begin.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip148;In 1959, during the opening ceremony for a new civilian terminal at CFB Uplands in Ottawa, Canada, a USAF F-104 made a low pass over the airport at supersonic speeds, causing extensive damage to the windows, ceiling, and even structural beams.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip149;The F-102 Delta Dagger was the first plane to enter service featuring an onboard weapons bay, in which the FCS would lock a target and an internal rack carrying missiles would lower and unlock the missiles.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip150;The 1951 GAR-1 Falcon was the first IR missile to have its seeker head fully slaved to the FCS, allowing the missile to lock and launch without having the missile physically see the target. A capability only comparable to the 1974 R-23T and its IRST locking.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip151;In Jan/Feb 1942, General MacArthur ordered construction of airfields in Mindanao (Philippines) to improve its defence. By 1 Mar, sixteen all-weather airfields capable of accommodating any aircraft in service were completed in Mindanao, Negros, Cebu, Pansy, and Bohol.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip152;The Hindenburg airship (D-LZ 129) was designed with Helium-4 in mind, but due to American bans on Helium exports, Hydrogen-1 had to be used instead. It is theorized that the Hydrogen fuel was not the cause of its destruction, but no solid evidence has proven any cause.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip153;Beginning development in 1975, the South African Air Force were the first military to utilise Helmet Mounted Sights on their combat aircraft. This system paired with the V3 series of AAM's saw successes over Angola.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip154;Initial Soviet Helmet Mounted Sights were copies of South African HMSs, which were stolen through intelligence means by their spy, former South African Navy Commodore Dieter Gerhardt.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip155;On 5 Apr 1968, Flt Lt Alan Pollock flew a Hunter F.G.A. Mk. 9 under Tower Bridge and near other landmarks in London. His reasoning for this unauthorized flight was that the Ministry of Defence failed to recognize the 50th anniversary of the founding of the RAF.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip156;In the early 1960s, Project High Wire modified F-100D and F aircraft by standardizing cockpit design and wiring, increasing ordnance options, and adding a tailhook for bad landings. They were distinguished by adding one to the block number, e.g. F-100D-25 became F-100D-26.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip157;On 10 Dec 1963, during an attempt to break the 113,980 ft altitude record, Chuck Yeager was forced to eject from his NF-104 (56-0762) when he lost control and entered at flatspin at 104,000 ft. The ejection seat partially malfunctioned, causing burns on his hands and face.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip158;The RAAF originally intended to give the F-111C an official name in service, including the Aboriginal words Bindana (Thunder) and Bilara (Spear). However, neither of these were adopted.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip159;The UH-1 Iroquois was initially known as the HU-1 until the designation was changed in 1962. Since Japan began license production before the name change, the name as HU-1 was kept for both the HU-1B and HU-1H until 1992, when they were eventually switched to UH-1.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip160;"Under the ""Peace Tiger"" program, Northrop-Grumman and AIDC began plans for license production of the F-5E Tiger II in 1973. A total of 242 F-5E and 66 F-5F would enter service through 1986, making Taiwan the largest F-5 operator in the world.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip161;During Taiwanese production of the F-5E Tiger II, it was decided that retooling to produce the two-seat F-5F variant would be uneconomical. Instead, 66 Taiwanese-produced F-5E fuselages were exchanged for 66 American-built F-5F fuselages, which were assembled in Taiwan.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip162;In 1997, the Tiger 2000 program was initiated by Taiwan to modernize the F-5E. It featured a new GD-53 radar, MIL-STD-1553B datalink, GPS/INS, and TC-2 (Sky Sword II) BVR air-to-air missiles. It made its first flight in 2002, but was rejected due to the acquisition of F-16s.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip163;Initial production MiG-19's had poorly placed airbrakes which produced significant turbulence over the tailplane. This was especially problematic at speeds above Mach 0.9, where the imbalanced would cause the aircraft to become directionally unstable.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip164;Mikoyan explored the idea of using the MiG-19 as a tactical nuclear weapon delivery platform designated izd. SM-9/9. This project was cancelled after it was found that the platform did not provide any advantages over in-service types in this role.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip165;The Luftwaffe's first combat operations since 1945 was during Operation Deliberate Force in 1995 over Bosnia.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip166;Early MiG-19S aircraft saw significant fuel pressure fluctuations beyond the pump while using afterburner. These would be rectified by the Model 495A pump, utilising a bypass feature to maintain consistent pressure.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip167;MiG-19S aircraft from 1959 onwards featured an AP-28 Autopilot system which, among other features, gave the pilot the ability to press a button for the autopilot to return the aircraft to straight and level flight at any altitude in-case the pilot was disorientated.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip168;The Fliegerfaust was a prototype man-portable air-defence weapon developed by Germany near the end of WWII. It was designed with multiple tubes to fire a single, scattered salvo of unguided rockets against low-flying aircraft.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip169;"Ya.G. Taubin, developer of the PTB-23, would be arrested for ""Anti-Soviet conspiracy"", claiming that he was actively developing equipment intended to fail. On 28 Oct 1941, Taubin and 19 others were executed.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip170;The first engagement of the A129 Mangusta helicopter was on 2 Jul 1993, assisting Italian UNOSOM II Peacekeepers who were encircled at Checkpoint Pasta by Somali Rebels.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip171;The very last Korean War air combat sortie was flown by a B-26 Invader of the 3rd Bomb Wing, dropping its bombs a mere 24 minutes before the ceasefire on 27 Jul 1953.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip172;In lieu of its delayed F-111 order, the RAAF leased 24 F-4E Phantom aircraft to fill the capability gap left by the retirement of the Canberra bombers.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip173;Structural strength concerns around the F-111C prompted concern in the RAAF who opted to explore different options under Decision 296 in 1970. Including considerations for the adoption of the F-4E instead, or the wait for the F-111F expected in 1972.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip174;The BAC TSR-2 tactical bomber was one of the leading contenders in the RAAF's plan to replace the Canberra. The TSR-2 was still in development as of the 1960s and as an interim solution, the British Government offered to base a squadron of V bombers in Australia.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip175;The A-26 Invader was designed with several nose options, including several which housed 37mm and 75mm cannons. However, none of those heavy gun options saw service, with machine gun-only noses being the only models used operationally.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip176;Early models of the A-26B Invader came with six .50 cal. machine guns in the nose along with underwing gondolas containing additional machine guns. Later in production, eight guns were fitted into the nose and six into the wings.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip177;Project Winchester was the name for the SANDF's requirement for lead-in fighter trainers, leading to the acquisition of 24 BAE Hawk Mk. 120 jets in 2008.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip178;The SANDF acquired 26 JAS 39 Gripen fighters under Project Ukhozi, with the first unit received in May 2008.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip179;"During the initial months of the 2022 Russian invasion of Ukraine, a mythical ""Ghost of Kyyiv"" fighter ace would circulate social media. Despite many claims of their kills, and many of them being shot down, there is no evidence proving their existence beyond a propaganda tool.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip180;In the 1980s, the U.S. leased 25 modified Kfir Gderots from Israel, adopted as the F-21A Lion. These aircraft were unarmed and used purely as mock opponents in dissimilar air combat training (DACT).;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip181;Although sources differ on the exact date and reasoning, the Yak-41M's name was officially changed to Yak-141 sometime between 1987 and 1991. Should the final version of the aircraft, internally known as izd. 48M, have entered production, it would have been called Yak-141.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip182;SANDF Gripen fighter aircraft have been known to be equipped with LITENING III targeting pods in the reconnaissance role to help counter Rhinoceros poachers on South Africa's northern border.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip183;Using AIM-9 Sidewinder missiles, the F-8 Crusader maintained a 2-0 kill record against trains.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip184;The 30kg Type 99 No. 3 Mod. 3 was an incendiary cluster bomb developed by Japan, intended in the anti-aircraft role. It would detonate above enemy bombers, igniting 168 phosphorus-filled pellets in an attempt to set them on fire. The weapon was ineffective in actual combat.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip185;Due to the large number of lend-lease Hurricanes, Soviet forces converted several into two-seat trainer aircraft with reduced armament and no armor. At least one example was also converted into an artillery observer and fitted with a single defensive machine gun.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip186;On 8 Jul 1943, Schlachtgeschwader 1 claimed over 50 tank kills with Hs 129 ground-attack aircraft against the 2nd Guards Tank Corps at Kursk. This is often claimed to be the first defeat of an armor unit purely with air power—however, its truthfulness and kill counts are disputed.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip187;When Japan purchased 12 He 112 B-0 fighters from Germany, they were given the designation A7He1, despite not being carrier fighters, as suggested by the letter A. Although much faster than the A5M, the inferior maneuverability and climb rate relegated them to training roles.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip188;The YB-40 was a bomber-defense gunship, essentially a B-17F fitted with additional turrets and increasing the number of guns in existing turrets. Twenty combat versions were built and flew operationally in 1943, after which the program was terminated.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip189;The Boeing Model 299G was a 1938 redesign of the Boeing B-17B. The aircraft would have featured a redesigned fuselage, a tricycle landing gear arrangement, and was to be powered by four R-2180-A Twin Hornet engines. The aircraft never progressed past the design stage.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip190;"""Wild Weasel"" aircraft were conversions dedicated to Suppression of Enemy Air Defenses (SEAD) operations, namely the F-100F, F-105F, F-4C, and F-4G. This concept would later be phased out for broader multirole capabilities, with most modern USAF being capable of SEAD.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip191;On 5 Dec 1976, Able Seaman John Trent would deliberately light a fire in the aircraft hangars at Naval Air Station Nowra (HMAS Albatross). The fire resulted in 9 of 13 of Australia's S-2 Trackers being destroyed, with further 3 aircraft sustaining severe damage.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip192;Following the 2014 Tank Biathlon, Chinese engineers realized that the ZTZ96A was underpowered and slow compared to the T-72B3. As such, the ZTZ96A1 was developed for the 2015 Biathlon, featuring an improved 900hp engine. It would be replaced in 2016 by the ZTZ96B.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip193;Manfred Albrecht Freiherr von Richthofen, more commonly known as the Red Baron, was a WWI fighter ace. He was officially credited with 80 aerial victories, achieving the distinction of being the highest top scoring pilot in WWI.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip194;During the Korean War, the Soviet Union deployed MiG-15's flown by pilots largely drawn from the interceptor regiments of the Soviet Air Defence Forces, with the first interceptor aviation division commanded by the famous WW2 fighter ace, Col Ivan Kozhyedub.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip195;270 F-16A-15 and F-16B-15 airframes were converted to the Air Defense Fighter (ADF) standard between 1989 to 1992. These chiefly added avionics upgrades to provide a look-down-shoot-down capability and a continuous wave illuminator for AIM-7 guidance.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/newbie/tip196;The USAF was created as a successor to the USAAF under the National Security Act of 1947, achieving independence on 18 Sep 1947.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip197;"While investigating a captured A6M, Vought engineers noticed many similarities with their own V-143, particularly the cowling and landing gear. This led to a rumor that the ""Zero"" copied the V-143, the sole example of which had been sold to Japan in 1937, but it is unsubstantiated.";;;;;;;;;;;;;;;;;;;;;
