weapons/cannonType99Mk2;Type 99 20mm Mk. 2 Machine Gun;20 mm Type 99 Model 2 cannon;Canon de 20 mm type 99 mk 2;Cannone da 20mm Tipo 99 Modello 2;20mm Typ 99 Mk.2 Maschinenkanone;Cañón de 20 mm tipo 99 mk 2;20-мм пушка Type 99 Model 2;Działko wz. 99-2 kal. 20 mm;20 mm kanón typ 99 model 2;20 mm tip 99 mk 2 top;20 \t毫\t米\t九\t九\t式\t二\t号\t固\t定\t机\t炮;20 mm 九九式 二号 機関砲;Canhão de 20 mm Type 99 Model 2;20 mm Type 99 Model 2 cannon;20-мм гармата тип 99 мод.2;Top 20 mm type 99 mk 2;20 mm-es Type 99 Mark 2 gépágyú;20 mm 99식 2호 기관포;20-мм гармата тып 99 мад. 2;Tun tip 99 Mark 2, cal. 20 mm;20 毫米九九式二號機炮;20 \t毫\t米\t九\t九\t式\t二\t号\t固\t定\t机\t炮;;
weapons/gunMAC39;Mitrailleuse de 7,5mm MAC Mle. 1934;7.5 mm MAC 1934 machine gun;Mitrailleuse MAC 1934 de 7,5 mm;Mitragliatrice MAC 1934 calibro 7,5 mm;7,5mm MAC 1934 Maschinengewehr;Ametralladora de 7,5 mm MAC 1934;7,5-мм пулемёт MAC 1934;Karabin maszynowy MAC 1934 kal. 7,5 mm;7,5 mm kulomet MAC model 1934;7.5 mm MAC 1934 makineli tüfek;7.5 \t毫\t米\t MAC 1934 \t机\t枪;7.5 mm MAC 1934 機関銃;Metralhadora de 7,5 mm MAC 1934;7.5 mm MAC 1934 machine gun;7,5-мм кулемет MAC 1934;Mitraljez 7.5 mm MAC 1934;7,5 mm-es MAC 1934 géppuska;7.5 mm MAC 1934 기관총;7,5-мм кулямёт MAC 1934;Mitralieră MAC 1934, cal. 7,5 mm;7.5 毫米 MAC 1934 機槍;7.5 \t毫\t米\t MAC 1934 \t机\t枪;;
weapons/gunMAC39_turret;Mitrailleuse de 7,5mm MAC Mle. 1934;7.5 mm MAC 1934 machine gun;Mitrailleuse MAC 1934 de 7,5 mm;Mitragliatrice MAC 1934 calibro 7,5 mm;7,5mm MAC 1934 Maschinengewehr;Ametralladora de 7,5 mm MAC 1934;7,5-мм пулемёт MAC 1934;Karabin maszynowy MAC 1934 kal. 7,5 mm;7,5 mm kulomet MAC model 1934;7.5 mm MAC 1934 makineli tüfek;7.5 \t毫\t米\t MAC 1934 \t机\t枪;7.5 mm MAC 1934 機関銃;Metralhadora de 7,5 mm MAC 1934;7.5 mm MAC 1934 machine gun;7,5-мм кулемет MAC 1934;Mitraljez 7.5 mm MAC 1934;7,5 mm-es MAC 1934 géppuska;7.5 mm MAC 1934 기관총;7,5-мм кулямёт MAC 1934;Mitralieră MAC 1934, cal. 7,5 mm;7.5 毫米 MAC 1934 機槍;7.5 \t毫\t米\t MAC 1934 \t机\t枪;;
weapons/cannonM10;Gun, 37mm, Automatic, M10;37 mm M10 cannon;Canon de 37 mm M10;Cannone M10 calibro 37 mm;37mm M10 Maschinenkanone;Cañón de 37 mm M10;37-мм пушка M10;Działko M10 kal. 37 mm;37 mm kanón M10;37 mm M10 top;37 \t毫\t米\t M10 \t机\t炮;37 mm M10 機関砲;Canhão de 37 mm M10;37 mm M10 cannon;37-мм гармата M10;Top 37 mm M10;37 mm-es M10 gépágyú;37 mm M10 기관포;37-мм гармата M10;Tun M10, cal. 37 mm;37 毫米 M10 機炮;37 \t毫\t米\t M10 \t机\t炮;;
weapons/cannonmk103;3cm M.K. 103;30 mm MK 103 cannon;Canon de 30 mm MK 103;Cannone MK103 da 30mm;30mm MK 103 Maschinenkanone;Cañón de 30 mm MK 103;30-мм пушка MK 103;Działko MK 103 kal. 30 mm;30 mm kanón MK 103;30 mm MK 103 top;30 \t毫\t米\t MK 103 \t机\t炮;30 mm MK 103 機関砲;Canhão de 30 milímetros MK 103;30 mm MK 103 cannon;30-мм гармата MK 103;Top 30 mm MK 103;30 mm-es MK 103 gépágyú;30 mm MK 103 기관포;30-мм гармата MK 103;Tun Mk 103, cal. 30 mm ;30 毫米 MK 103 機炮;30 \t毫\t米\t MK 103 \t机\t炮;;
weapons/cannonmk108;3cm M.K. 108;30 mm MK 108 cannon;Canon de 30 mm MK 108;Cannone MK 108 calibro 30 mm;30mm MK 108 Maschinenkanone;Cañón de 30 mm MK 108;30-мм пушка MK 108;Działko MK 108 kal. 30 mm;30 mm kanón MK 108;30 mm MK 108 top;30 \t毫\t米\t MK 108 \t机\t炮;30 mm MK 108 機関砲;Canhão de 30 mm MK 108;30 mm MK 108 cannon;30-мм гармата MK 108;Top 30 mm MK 108;30 mm-es MK 108 gépágyú;30 mm MK 108 기관포;30-мм гармата MK 108;Tun Mk 108, cal. 30 mm;30 毫米 MK 108 機炮;30 \t毫\t米\t MK 108 \t机\t炮;;
weapons/cannonBK5;5cm B.K. 5;50 mm BK 5 cannon;Canon de 50 mm BK 5;Cannone BK 5 calibro 50 mm;50mm BK 5 Maschinenkanone;Cañón de 50 mm BK 5;50-мм пушка BK 5;Działko BK 5 kal. 50 mm;50 mm kanón BK 5;50 mm BK 5 top;50 \t毫\t米\t BK 5 \t机\t炮;50 mm BK 5 機関砲;Canhão de 50 mm BK 5;50 mm BK 5 cannon;50-мм гармата BK 5;Top 50 mm BK 5;50 mm-es BK 5 gépágyú;50 mm BK 5 기관포;50-мм гармата BK 5;Tun BK 5, cal. 50 mm;50 毫米 BK 5 機炮;50 \t毫\t米\t BK 5 \t机\t炮;;
weapons/gunPV1;7,62mm 56-P-422 | PV-1;7.62 mm PV-1 machine gun;Mitrailleuse de 7,62 mm PV-1;Mitragliatrice PV-1 calibro 7,62 mm;7,62mm PV-1 Maschinengewehr;Ametralladora de 7,62 mm PV-1;7,62-мм пулемёт ПВ-1;Karabin maszynowy PW-1 kal. 7,62 mm;7,62 mm kulomet PV-1;7.62 mm PV-1 makineli tüfek;7.62 \t毫\t米\t PV-1 \t机\t枪;7.62 mm PV-1 機関銃;Metralhadora de 7,62 mm PV-1;7.62 mm PV-1 machine gun;7,62-мм кулемет ПВ-1;Mitraljez 7.62 mm PV-1;7,62 mm-es PV-1 géppuska;7.62 mm PV-1 기관총;7,62-мм кулямёт ПВ-1;Mitralieră PV-1, cal. 7,62 mm;7.62 毫米 PV-1 機槍;7.62 \t毫\t米\t PV-1 \t机\t枪;;
weapons/gunBrowningFN_french;7,5mm Mitrailleuse d'Aviation FN;7.5 mm FN Browning machine gun;Mitrailleuse de 7,5 mm FN Browning;Mitragliatrice Browning FN da 7.5mm;7,5mm FN Browning Maschinengewehr;Ametralladora de 7,5 mm FN Browning;7,5-мм пулемёт Browning FN;Karabin maszynowy FN Browning kal. 7,5 mm;7,5 mm kulomet Browning FN;7.5 mm FN Browning makineli tüfek;7.5 \t毫\t米\t FN \t勃\t朗\t宁\t机\t枪;7.5 mm FN Browning machine gun;Metralhadora de 7,5 mm FN Browning;7.5 mm FN Browning machine gun;7,5-мм кулемет Browning FN;7.5 mm FN Browning machine gun;7,5 mm-es FN Browning géppuska;7.5 mm FN 브라우닝 기관총;7,5-мм кулямёт Browning FN;Mitralieră FN Browning, cal. 7,5 mm;7.5 毫米 FN 白朗寧機槍;7.5 \t毫\t米\t FN \t勃\t朗\t宁\t机\t枪;;
weapons/gunFNBrowning_romania;Mitrailleuse d'Avion Browning-F.N. Calibre 7,92mm M. 1936;7.92 mm FN Browning machine gun;Mitrailleuse de 7.92mm FN Browning;Mitragliatrice Browning FN da 7,92 mm;7.92 mm FN Browning machine gub;Ametralladora de 7,92 mm FN Browning;7,92-мм пулемёт FN Browning;Karabin maszynowy FN Browning kal. 7,92 mm;7,92 mm kulomet Browning FN;7.92 mm FN Browning makineli tüfek;7.92 \t毫\t米\t FN \t勃\t朗\t宁\t机\t枪;7.92 mm FN Browning machine gun;Metralhadora 7,92 mm FN Browning;7.92 mm FN Browning machine gun;7,92-мм кулемет FN Browning;7.92 mm FN Browning machine gun;7,92 mm-es FN Browning géppuska;7.92 mm FN 브라우닝 기관총;7.92 mm FN Browning machine gun;Mitralieră FN Browning, cal. 7,92 mm;7.92 毫米 FN 白朗寧機槍;7.92 \t毫\t米\t FN \t勃\t朗\t宁\t机\t枪;;
weapons/gunFNBrowning303;Mitrailleuse d'Avion Browning-F.N. Calibre 7,7mm M. 1936;7.92 mm FN Browning machine gun;Mitrailleuse de 7,92 mm FN Browning;Mitragliatrice Browning FN calibro 7,92 mm;7,92mm FN Browning Maschinengewehr;Ametralladora de 7,92 mm FN Browning;7,92-мм пулемёт FN Browning;Karabin maszynowy FN Browning kal. 7,92 mm;7,92 mm kulomet Browning FN;7.92 mm FN Browning makineli tüfek;7.92 \t毫\t米\t FN \t勃\t朗\t宁\t机\t枪;7.92 mm FN ブローニング 機関銃;Metralhadora Browning de 7,92 milímetros FN;7.92 mm FN Browning machine gun;7,92-мм кулемет FN Browning;Mitraljez 7.92 mm FN Browning;7,92 mm-es FN Browning géppuska;7.92 mm FN 브라우닝 기관총;7,92-мм кулямёт FN Browning;Mitralieră FN Browning, cal. 7,92 mm;7.92 毫米 FN 白朗寧機槍;7.92 \t毫\t米\t FN \t勃\t朗\t宁\t机\t枪;;
weapons/gunLewis;Machine Gun, .303, Lewis, Mk. III;7.7 mm Lewis machine gun;Mitrailleuse Lewis de 7,7 mm;Mitragliatrice Lewis calibro 7,7 mm;7,7mm Lewis Maschinengewehr;Ametralladora de 7,7 mm Lewis;7,7-мм пулемёт Lewis;Karabin maszynowy Lewis kal. 7,7 mm;7,7 mm kulomet Lewis;7.7 mm Lewis makineli tüfek;7.7 \t毫\t米\t路\t易\t斯\t机\t枪;7.7 mm ルイス 機関銃;Metralhadora Lewis de 7.7 mm;7.7 mm Lewis machine gun;7,7-мм кулемет Lewis;Mitraljez 7.7 mm Lewis;7,7 mm-es Lewis géppuska;7.7 mm 루이스 기관총;7,7-мм кулямёт Lewis;Mitralieră Lewis, cal. 7,7 mm;7.7 毫米路易士機槍;7.7 \t毫\t米\t路\t易\t斯\t机\t枪;;
weapons/gunLewis_turret;Machine Gun, .303, Lewis, Mk. III;7.7 mm Lewis machine gun;Mitrailleuse Lewis de 7,7 mm;Mitragliatrice da 7.7mm Lewis;7,7mm Lewis Maschinengewehr;Ametralladora de 7,7 mm Lewis;7,7-мм пулемёт Lewis;Karabin maszynowy Lewis kal. 7,7 mm;7,7 mm kulomet Lewis;7.7 mm Lewis makineli tüfek;7.7 \t毫\t米\t路\t易\t斯\t机\t枪;7.7 mm ルイス 機関銃;Metralhadora Lewis de 7.7 mm;7.7 mm Lewis machine gun;7,7-мм кулемет Lewis;Mitraljez 7.7 mm Lewis;7,7 mm-es Lewis géppuska;7.7 mm 루이스 기관총;7,7-мм кулямёт Lewis;Mitralieră Lewis, cal. 7,7 mm;7.7 毫米路易士機槍;7.7 \t毫\t米\t路\t易\t斯\t机\t枪;;
weapons/cannon_for_pony;Friend Mk. III;Friend Mk.III cannon;Canon Friend Mk.III;Cannone Amico Mk.III;Freund Mk. III Maschinenkanone;Cañón Friend Mk.III;пушка Friend Mk.III;Działko Przyjaciel Mk III;kanón Friend Mk.III;Friend Mk.III top;基\t♂\t友\t Mk III \t机\t炮;フレンド Mk III 機関砲;Canhão Friend Mk.III;Friend Mk.III cannon;гармата Friend Mk.III;Top Friend Mk.III;Friend Mk. III gépágyú;프렌드 Mk.III 기관포;гармата Friend Mk.III;Tun Friend Mk III;基♂友 Mk III 機炮;伙\t伴\t Mk III \t机\t炮;;
weapons/pony_rocket;Cracker-4 RKT;Cracker-4 rocket;Roquette Cracker-4;Razzo Cracker-4;Cracker-4 Raketen;Cohete Cracker-4;ракета Cracker-4;Rakiety Petarda-4;raketa Cracker-4;Cracker-4 roketler;爆\t♂\t竹\t-4 \t型\t火\t箭\t弹;クラッカー\t4 ロケット;Rocket Cracker-4;Cracker-4 rocket;ракета Cracker-4;Cracker-4 raketa;Cracker-4 rakéta;크래커-4 로켓;ракета Cracker-4;Rachete Cracker-4;爆♂竹-4 型火箭彈;爆\t竹\t-4 \t型\t火\t箭\t弹;;
weapons/de_sc50;50kg S.C. 50 JA;50 kg SC50JA bomb;Bombe de 50kg SC50JA;Bomba da 50 kg SC50JA;50 kg Bombe SC50JA;Bomba de 50 kg;50-кг бомба SC50JA;Bomba 50 kg SC50JA;50 kg puma SC 50 JA;50 kg bomba SC50JA;50 \t千\t克\t SC50JA \t炸\t弹;50kg 爆弾;Bomba de 50 kg SC50JA;50 kg SC50JA bomb;50-кг бомба SC50JA;50 kg bomba SC50JA;50 kg-os SC50JA bomba;50 kg 폭탄 SC 50 JA;50-кг бомба SC50JA;Bombă 50 kg SC50JA;50 公斤 SC50JA 炸彈;50 \t千\t克\t SC50JA \t炸\t弹;;
weapons/de_sc50_default;50kg S.C. 50 JA;50 kg SC50JA bomb;50 kg SC50JA bomb;50 kg SC50JA bomb;50 kg SC50JA bomb;50-кг бомба SC50JA;50 kg SC50JA bomb;50 kg SC50JA bomb;50 kg SC50JA bomb;50 kg SC50JA bomb;50 kg SC50JA bomb;50 kg SC50JA bomb;50-кг бомба SC50JA;50 kg SC50JA bomb;50 kg SC50JA bomb;50 kg SC50JA bomb;50-кг бомба SC50JA;50 kg SC50JA bomb;50 kg SC50JA bomb;50 kg SC50JA bomb;;;;
weapons/de_sc50_default/short;S.C. 50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;SC50;;;;
weapons/de_sc250;250kg S.C. 250 JA;250 kg SC250JA bomb;Bombe de 250kg SC250JA;Bomba da 250 kg SC250JA;250 kg Bombe SC250JA;Bomba de 250 kg;250-кг бомба SC250JA;Bomba 250 kg SC250JA;250 kg puma SC 250 JA;250 kg bomba SC250JA;250 \t千\t克\t SC260JA \t炸\t弹;250kg 爆弾;Bomba de 250 kg SC250JA;250 kg SC250JA bomb;250-кг бомба SC250JA;250 kg bomba SC250JA;250 kg-os SC250JA bomba;250 kg 폭탄 SC 250 JA;250-кг бомба SC250JA;Bombă 250 kg SC250JA;250 公斤 SC250JA 炸彈;250 \t千\t克\t SC260JA \t炸\t弹;;
weapons/de_sc500;500kg S.C. 500 K;500 kg SC500K bomb;Bombe de 500kg SC500K;Bomba da 500 kg SC500K;500 kg Bombe SC500K;Bomba de 500 kg;500-кг бомба SC500K;Bomba 500 kg SC500K;500 kg puma SC 500 K;500 kg bomba SC500K;500 \t千\t克\t SC500K \t炸\t弹;500kg 爆弾;Bomba de 500 kg SC500K;500 kg SC500K bomb;500-кг бомба SC500K;500 kg bomba SC500K;500 kg-os SC500K bomba;500 kg 폭탄 SC 500 K;500-кг бомба SC500K;Bombă 500 kg SC500K;500 公斤 SC500K 炸彈;500 \t千\t克\t SC500K \t炸\t弹;;
weapons/de_sc250_87;250kg S.C. 250 JA;250 kg SC250JA bomb;Bombe de 250kg SC250JA;Bomba da 250 kg SC250JA;250 kg Bombe SC250JA;Bomba de 250 kg SC250JA;250-кг бомба SC250JA;Bomba 250 kg SC250JA;250 kg puma SC 250 JA;250 kg bomba SC250JA;250 \t千\t克\t SC250JA \t炸\t弹;250kg 爆弾 SC250JA;Bomba de 250 kg SC250JA;250 kg SC250JA bomb;250-кг бомба SC250JA;250 kg bomba SC250JA;250 kg-os SC250JA bomba;250 kg SC 250JA 폭탄;250-кг бомба SC250JA;Bombă 250 kg SC250JA;250 公斤 SC250JA 炸彈;250 \t千\t克\t SC250JA \t炸\t弹;;
weapons/de_fx1400;1570kg P.C. 1400 X;PC 1400 X (Fritz X);PC 1400 X (Fritz X);PC 1400 X (Fritz X);PC 1400 X (Fritz X);PC 1400 X (Fritz X);PC 1400 X (Fritz X);PC 1400 X (Fritz X);"1400 kg puma PC 1400 X ""Fritz X""";PC 1400 X (Fritz X);PC 1400X\t“\t弗\t里\t茨\t X\t”;PC 1400 X (Fritz X);PC 1400 X (Fritz X);PC 1400 X (Fritz X);PC-1400X (Fritz-X);PC 1400 X (Fritz X);PC 1400 X (Fritz X);PC 1400 X (프리츠 X);PC 1400 X (Fritz X);PC 1400 X (Fritz X);PC 1400X“弗里茲 X”;PC 1400 X (Fritz X);;
weapons/de_sc500_87;500kg S.C. 500 K;500 kg SC500K bomb;Bombe de 500kg SC500K;Bomba da 500 kg SC500K;500 kg Bombe SC500K;Bomba de 500 kg SC500K;500-кг бомба SC500K;Bomba 500 kg SC500K;500 kg puma SC 500 K;500 kg bomba SC500K;500 \t千\t克\t SC500K \t炸\t弹;500kg 爆弾 SC500K;Bomba de 500 kg SC500K;500 kg SC500K bomb;500-кг бомба SC500K;500 kg bomba SC500K;500 kg-os SC500K bomba;500 kg SC 500K 폭탄;500-кг бомба SC500K;Bombă 500 kg SC500K;500 公斤 SC500K 炸彈;500 \t千\t克\t SC500K \t炸\t弹;;
weapons/de_sc1800b;1800kg S.C. 1800 B;1800 kg SC1800B bomb;Bombe de 1800 kg SC1800B;Bomba da 1800kg SC1800B;1800 kg Bombe SC1800B;Bomba de 1800 kg SC1800B;1800-кг бомба SC1800B;Bomba 1800 kg SC1800B;1800 kg puma SC 1800 B;1800 kg SC1800B bomba;1,800 \t千\t克\t SC1800B \t炸\t弹;1800 kg SC1800B bomb;Bomba de 1800 kg SC1800B;1800 kg SC1800B bomb;1800-кг бомба SC1800B;1800 kg SC1800B bomb;1800 kg-os SC1800B bomba;1800 kg SC1800B 폭탄;1800-кг бомба SC1800B;Bombă 1800 kg SC1800B;1,800 公斤 SC1800B 炸彈;1,800 \t千\t克\t SC1800B \t炸\t弹;;
weapons/de_sc1000;1000kg S.C. 1000 L2;1000 kg SC1000L2 bomb;Bombe de 1000 kg SC1000L2;Bomba da 1000 kg SC1000L2;1000 kg Bombe SC1000L2;Bomba de 1000 kg;1000-кг бомба SC1000L2;Bomba 1000 kg SC1000L2;1000 kg puma SC 1000 L2;1000 kg bomba SC1000L2;1,000 \t千\t克\t SC1000L2 \t炸\t弹;1000kg 爆弾;Bomba de 1000 kg SC1000L2;1000 kg SC1000L2 bomb;1000-кг бомба SC1000L2;1000 kg bomba SC1000L2;1000 kg-os SC1000L2 bomba;1,000 kg 폭탄 SC 1000 L2;1000-кг бомба SC1000L2;Bombă 1000 kg SC1000L2;1,000 公斤 SC1000L2 炸彈;1,000 \t千\t克\t SC1000L2 \t炸\t弹;;
weapons/de_sd10a;10kg S.D. 10 C;10 kg SD10C bomb;Bombe de 10kg SD10C;Bomba da 10 kg SD10C;10 kg Bombe SD10C;Bomba de 10 kg;10-кг бомба SD10C;Bomba 10 kg SD10C;10 kg puma SD 10 C;10 kg bomba SD10C;10 \t千\t克\t SD10C \t炸\t弹;10 kg 爆弾;Bomba de 10 kg SD10C;10 kg SD10C bomb;10-кг бомба SD10C;10 kg bomba SD10C;10 kg-os SD10C bomba;10 kg 폭탄 SD 10 C;10-кг бомба SD10C;Bombă 10 kg SD10C;10 公斤 SD10C 炸彈;10 \t千\t克\t SD10C \t炸\t弹;;
weapons/de_sd50;50kg S.D. 50;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50-кг бомба SD50;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;50 kg SD50 bomb;;;;
weapons/de_sd50/short;S.D. 50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;SD50;;;;
weapons/de_sd70;70kg S.D. 70;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70-кг бомба SD70;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;70 kg SD70 bomb;;;;
weapons/de_sd70/short;S.D. 70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;SD70;;;;
weapons/de_pc500_ap;500kg P.C. 500;Bombe perforante de 500 kg PC500;Bomba AP da 500kg PC500;500 kg PC500 armor-piercing bomb;500 kg PC500 armor-piercing bomb;500-кг бронебойная бомба PC500;500 kg PC500 armor-piercing bomb;500 kg průbojná puma PC500;500 kg PC500 zırh delici bomba ;500 千\t克 PC500 穿\t甲\t炸\t弹;500kg PC500徹甲爆弾;500 kg PC500 armor-piercing bomb;500-кг бронебійна бомба PC500;500 kg PC500 armor-piercing bomb;500 kg PC500 armor-piercing bomb;500kg PC500 철갑폭탄;500-кг бронебойная бомба PC500;500 kg PC500 armor-piercing bomb;500 公\t斤 PC500 穿\t甲\t炸\t彈;500 kg PC500 armor-piercing bomb;;;;
weapons/de_pc500_ap/short;P.C. 500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;PC500;;;;
weapons/de_pd500_ap;500kg P.D. 500;Bombe perforante de 500 kg PD500;Bomba AP da 500kg PD500;500 kg PD500 armor-piercing bomb;500 kg PD500 armor-piercing bomb;500-кг бронебойная бомба PD500;500 kg PD500 armor-piercing bomb;500 kg průbojná puma PD500;500 kg PD500 zırh delici bomba ;500 千\t克 PD500 穿\t甲\t炸\t弹;500kg PC500徹甲爆弾;500 kg PD500 armor-piercing bomb;500-кг бронебійна бомба PD500;500 kg PD500 armor-piercing bomb;500 kg PD500 armor-piercing bomb;500kg PD500 철갑폭탄;500-кг бронебойная бомба PD500;500 kg PD500 armor-piercing bomb;500 公\t斤 PD500 穿\t甲\t炸\t彈;500 kg PD500 armor-piercing bomb;;;;
weapons/de_pd500_ap/short;P.D. 500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;PD500;;;;
weapons/de_pc500_rs_ap;500kg P.C. 500 R.S.;Bombe perforante de 500 kg PC500 RS;Bomba-razzo AP da 500kg PC500 RS;500 kg PC500 RS armor-piercing rocket bomb;500 kg PC500 RS armor-piercing rocket bomb;500-кг бронебойная реактивная бомба PC500 RS;500 kg PC500 RS armor-piercing rocket bomb;500 kg průbojná raketová puma PC500 RS;500 kg PC500 RS armor-piercing rocket bomb;500 千\t克 PC500 RS 火\t箭\t助\t推\t穿\t甲\t炸\t弹;500kg PC500 RS\t徹甲爆弾;500 kg PC500 RS armor-piercing rocket bomb;500-кг бронебійно-ракетна бомба PC500 RS;500 kg PC500 RS armor-piercing rocket bomb;500 kg PC500 RS armor-piercing rocket bomb;500kg PC500 RS 철갑로켓폭탄;500-кг бронебойная реактивная бомба PC500 RS;500 kg PC500 RS armor-piercing rocket bomb;500 公\t斤 PC500 RS 火\t箭\t助\t推\t穿\t甲\t炸\t彈;500 kg PC500 RS armor-piercing rocket bomb;;;;
weapons/de_pc500_rs_ap/short;P.C. 500 R.S.;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;PC500 RS;;;;
weapons/de_pc1000_ap;1000kg P.C. 1000;Bombe perforante de 1000 kg PC1000;Bomba AP da 1000kg PC51000;1000 kg PC1000 armor-piercing bomb;1000 kg PC1000 armor-piercing bomb;1000-кг бронебойная бомба PC1000;1000 kg PC1000 armor-piercing bomb;1000 kg průbojná puma PC1000;1000 kg PC1000 armor-piercing bomb;1000 千\t克 PC1000 穿\t甲\t炸\t弹;1,000kg PC1000徹甲爆弾;1000 kg PC1000 armor-piercing bomb;1000-кг бронебійна бомба PC1000;1000 kg PC1000 armor-piercing bomb;1000 kg PC1000 armor-piercing bomb;1000kg PC1000 철갑폭탄;1000-кг бронебойная бомба PC1000;1000 kg PC1000 armor-piercing bomb;1000 公\t斤 PC1000 穿\t甲\t炸\t彈;1000 kg PC1000 armor-piercing bomb;;;;
weapons/de_pc1000_ap/short;P.C. 1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;PC1000;;;;
weapons/de_pc1000_rs_ap;1000kg P.C. 1000 R.S.;Bombe perforante de 1000 kg PC1000 RS;Bomba-razzo AP da 1000kg PC1000 RS;1000 kg PC1000 RS armor-piercing rocket bomb;1000 kg PC1000 RS armor-piercing rocket bomb;1000-кг бронебойная реактивная бомба PC1000 RS;1000 kg PC1000 RS armor-piercing rocket bomb;1000 kg průbojná raketová puma PC1000 RS;1000 kg PC1000 RS armor-piercing rocket bomb;1000 千\t克 PC1000 RS 火\t箭\t助\t推\t穿\t甲\t炸\t弹;1,000kg PC1000 RS\t徹甲爆弾;1000 kg PC1000 RS armor-piercing rocket bomb;1000-кг бронебійно-ракетна бомба PC1000 RS;1000 kg PC1000 RS armor-piercing rocket bomb;1000 kg PC1000 RS armor-piercing rocket bomb;1000kg PC1000 RS 철갑로켓폭탄;1000-кг бронебойная реактивная бомба PC1000 RS;1000 kg PC1000 RS armor-piercing rocket bomb;1000 公\t斤 PC1000 RS 火\t箭\t助\t推\t穿\t甲\t炸\t彈;1000 kg PC1000 RS armor-piercing rocket bomb;;;;
weapons/de_pc1000_rs_ap/short;P.C. 1000 R.S.;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;PC1000 RS;;;;
weapons/de_pc1600_ap;1600kg P.C. 1600;Bombe perforante de 1600 kg PC1600;Bomba AP da 1600kg PC1600;1600 kg PC1600 armor-piercing bomb;1600 kg PC1600 armor-piercing bomb;1600-кг бронебойная бомба PC1600;1600 kg PC1600 armor-piercing bomb;1600 kg průbojná puma PC1600;1600 kg PC1600 armor-piercing bomb;1600 千\t克 PC1600 穿\t甲\t炸\t弹;1,600 kg PC1600徹甲爆弾;1600 kg PC1600 armor-piercing bomb;1600-кг бронебійна бомба PC1600;1600 kg PC1600 armor-piercing bomb;1600 kg PC1600 armor-piercing bomb;1600kg PC1600 철갑폭탄;1600-кг бронебойная бомба PC1600;1600 kg PC1600 armor-piercing bomb;1600 公\t斤 PC1600 穿\t甲\t炸\t彈;1600 kg PC1600 armor-piercing bomb;;;;
weapons/de_pc1600_ap/short;P.C. 1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;PC1600;;;;
